,Unnamed: 0,Author,Description,ReviewRating,Country,Review_Date,AirCraft,Seat_Type,Route,Date_flown,Type_of_traveller,Seat_Comfort,Cabin_staff_service,Ground_Service,Value_For_Money,Recommended,Food_And_Bevarages,Inflight_Entertainment,Wifi_and_Connectivity
1311,1311,"['', 'R Schröder']","""Worst BA flight ever!""",1,Germany,22nd April 2018,Boeing 777,Business Class,Tampa to London Gatwick,April 2018,Couple Leisure,1.0,1.0,1.0,1,no,1.0,1.0,1.0
1312,1312,"['', 'R Schröder']","""one expects a degree of comfort""",1,Germany,22nd April 2018,A319,Business Class,London Heathrow to Dusseldorf,February 2018,Business,1.0,1.0,1.0,1,no,1.0,,
1313,1313,"['', '17 reviews', '', '', '', 'Robert Watson']","""crew professional and friendly""",3,Spain,20th April 2018,A320,Business Class,Madrid to London,April 2018,Business,2.0,5.0,1.0,1,no,1.0,,
1314,1314,"['', 'Vera Broussova']","""this change is not acceptable""",1,United Kingdom,17th April 2018,A321,Business Class,London to Moscow,March 2018,Business,1.0,4.0,1.0,2,no,1.0,,
1315,1315,"['', 'P Steiger']","""recent BA experience was positive""",9,United Kingdom,16th April 2018,Boeing 747-400,Economy Class,Miami to London ,March 2018,Solo Leisure,4.0,4.0,4.0,4,yes,4.0,4.0,
1316,1316,"['', 'L Harper']","""cheaper than competitors""",4,United Kingdom,15th April 2018,,Economy Class,Gatwick to Barbados,December 2017,Couple Leisure,2.0,2.0,3.0,2,no,1.0,2.0,
1317,1317,"['', 'J Chekasul']","""among the most greedy airlines""",4,United Kingdom,15th April 2018,Boeing 747-400,Economy Class,London Heathrow to Dallas,April 2018,Solo Leisure,3.0,3.0,3.0,2,no,3.0,2.0,
1318,1318,"['', 'J Aberg']","""the seat pitch is ridiculous""",3,Sweden,14th April 2018,A320,Business Class,London to Copenhagen ,April 2018,Business,2.0,3.0,3.0,2,no,1.0,,
1319,1319,"['', 'M Owen']","""it’s become a last resort""",2,United Kingdom,14th April 2018,,Economy Class,Istanbul to London,April 2018,Business,3.0,3.0,2.0,1,no,1.0,1.0,1.0
1320,1320,"['', 'B Seares']","""Unprofessional staff, uncomfortable seats""",1,United Kingdom,13th April 2018,A380,Premium Economy,Los Angeles to London,April 2018,Family Leisure,1.0,1.0,1.0,1,no,2.0,3.0,1.0
1321,1321,"['', 'A Thadaram']","""started with a 2.5 hours delay""
",1,Canada,13th April 2018,,Economy Class,Belfast to London ,April 2018,Business,2.0,1.0,1.0,1,no,1.0,1.0,1.0
1322,1322,"['', 'C Bowen']","""Boarding was chaotic""",4,United Kingdom,13th April 2018,,Economy Class,Naples to Gatwick,April 2018,Solo Leisure,3.0,2.0,2.0,1,no,2.0,,
1323,1323,"['', 'C Norton']","""Not value for money""",5,United Kingdom,12th April 2018,Boeing 777-300,Premium Economy,São Paulo to London Heathrow,April 2018,Family Leisure,2.0,1.0,2.0,2,no,2.0,3.0,
1324,1324,"['', 'A George']","""nothing special, such a disappointment""",1,Nigeria,12th April 2018,,Premium Economy,Dallas to Lagos via London Heathrow,February 2018,Couple Leisure,2.0,2.0,1.0,1,no,2.0,2.0,1.0
1325,1325,"['', 'B Palmer']","""the worst flight I have ever had""",1,United Kingdom,10th April 2018,A320,Economy Class,Budapest to London Heathrow,March 2018,Couple Leisure,1.0,1.0,3.0,2,no,,,
1326,1326,"['', 'D Kemp']","""service was outstanding""",4,United States,8th April 2018,Boeing 777,Economy Class,London Heathrow to New York JFK,April 2018,Family Leisure,1.0,5.0,1.0,3,no,2.0,2.0,
1327,1327,"['', 'C Larbey']","""My bag was damaged""",1,United Kingdom,7th April 2018,,Economy Class,London to Vienna,December 2017,Solo Leisure,3.0,4.0,1.0,1,no,,,
1328,1328,"['', 'E Smyth']","""Efficient staff""",10,United Kingdom,5th April 2018,Boeing 787-9,Premium Economy,London Heathrow to Cairo ,April 2018,Family Leisure,4.0,5.0,5.0,5,yes,5.0,5.0,
1329,1329,"['', 'Charles Gwillim']","""complete waste of money""",2,United Kingdom,4th April 2018,Boeing 777,Business Class,St Lucia to Gatwick,March 2018,Couple Leisure,2.0,2.0,3.0,1,no,2.0,3.0,
1330,1330,"['', '31 reviews', '', '', '', 'David Ellis']","""well below BA's competitors""",6,United Kingdom,3rd April 2018,Boeing 777-200,Business Class,Fort Lauderdale to Gatwick,March 2018,Couple Leisure,2.0,3.0,3.0,3,no,3.0,2.0,
1331,1331,"['', '14 reviews', '', '', '', 'N Salito']","""additional payment to select seats""",7,United Arab Emirates,3rd April 2018,Boeing 747,Business Class,Dubai to London Heathrow,March 2018,Family Leisure,4.0,5.0,4.0,4,yes,4.0,3.0,
1332,1332,"['', 'T Leane']","""outdated, unclean and uncomfortable""",2,United Kingdom,3rd April 2018,,Economy Class,London to Las Vegas ,March 2018,Couple Leisure,2.0,4.0,2.0,3,no,1.0,2.0,
1333,1333,"['', 'E Penton']","""the utmost courtesy and assistance""",10,United Kingdom,3rd April 2018,,Economy Class,Tampa to Gatwick,March 2018,Solo Leisure,4.0,5.0,5.0,5,yes,5.0,5.0,
1334,1334,"['', '3 reviews', '', '', '', 'Ally Wharton']","""pleasantly surprised to be upgraded""",7,United Kingdom,2nd April 2018,A320,Economy Class,Heathrow to Keflavik,March 2018,Business,3.0,4.0,5.0,4,yes,4.0,,
1335,1335,"['', 'F Hamzil']","""crew very friendly and professional""",7,United Kingdom,1st April 2018,Boeing 787-9,First Class,London to Muscat,March 2018,Solo Leisure,5.0,4.0,4.0,4,yes,4.0,3.0,
1336,1336,"['', 'Muhammad Kajee']","""entertainment was not working""",1,United Kingdom,1st April 2018,,Economy Class,Cape Town to London,March 2018,Family Leisure,2.0,2.0,2.0,1,no,2.0,1.0,
1337,1337,"['', 'P Dean']","""staff try so very hard to please""",4,United Kingdom,30th March 2018,A320,Business Class,Gatwick to Madeira,March 2018,Family Leisure,2.0,4.0,2.0,1,no,3.0,,
1338,1338,"['', 'E Christie']","""extremely unprofessional""",2,United Kingdom,30th March 2018,,Economy Class,London to Casablanca,March 2018,Solo Leisure,3.0,3.0,1.0,1,no,,,
1339,1339,"['', 'N Wang']","""manager is very professional""",8,Hong Kong,28th March 2018,,Economy Class,Berlin to Hong Kong via London,February 2018,Solo Leisure,3.0,5.0,4.0,4,yes,,,
1340,1340,"['', 'Aditya Nagaram']","""regret choosing BA""",2,Belgium,28th March 2018,,Economy Class,Hyderabad to Brussels via London,March 2018,Solo Leisure,3.0,3.0,3.0,1,no,2.0,2.0,
1341,1341,"['', 'David Ellis']","""an entirely reasonable flight""",7,United Kingdom,24th March 2018,Boeing 777-200,Business Class,London Gatwick to Fort Lauderdale ,March 2018,Couple Leisure,3.0,4.0,4.0,4,yes,4.0,3.0,
1342,1342,"['', '2 reviews', '', '', '', 'D Landor']","""cleanliness hit rock bottom""",3,United Kingdom,24th March 2018,,Business Class,Milan to London Heathrow,March 2018,Business,3.0,1.0,4.0,1,no,,,
1343,1343,"['', 'TL Robinson']","""one of the most pleasurable flights""",10,United Kingdom,24th March 2018,,Business Class,London to Helsinki,March 2018,Family Leisure,5.0,5.0,5.0,5,yes,5.0,,
1344,1344,"['', 'Carey Cloud']","""gratitude and appreciation""",10,United States,22nd March 2018,,Economy Class,London Heathrow to Denver,March 2018,Solo Leisure,5.0,5.0,5.0,5,yes,5.0,5.0,
1345,1345,"['', 'P King']","""I had to ask where is my food""",3,Malaysia,20th March 2018,,Economy Class,Heathrow to Kuala Lumpur,March 2018,Solo Leisure,3.0,3.0,4.0,1,no,1.0,2.0,
1346,1346,"['', 'Bob Dilokjeerapan']","""you are facing a stranger""",1,United Kingdom,19th March 2018,Boeing 777-200,Business Class,Bangkok to London,March 2018,Business,1.0,2.0,4.0,1,no,1.0,,
1347,1347,"['', 'A Maltam']","""service was really good""",7,United Kingdom,19th March 2018,,Business Class,Beijing to London,March 2018,Couple Leisure,3.0,4.0,3.0,4,yes,4.0,4.0,
1348,1348,"['', 'A Maltam']","""not much structure to service""",5,United Kingdom,19th March 2018,,Business Class,London to Beijing,March 2018,Couple Leisure,3.0,2.0,3.0,3,yes,3.0,4.0,
1349,1349,"['', 'Carl Dawson']","""served the worst food""",1,United Kingdom,19th March 2018,Boeing 777,Economy Class,Bangkok to London,March 2018,Couple Leisure,1.0,2.0,1.0,2,no,1.0,2.0,1.0
1350,1350,"['', 'Michael Wyatt']","""cabin staff were almost robotic""",3,United Kingdom,14th March 2018,Boeing 777,Economy Class,Moscow to Heathrow,February 2018,Solo Leisure,2.0,1.0,1.0,3,no,1.0,3.0,1.0
1351,1351,"['', 'Paramjeet Summy']","""no one to escort you to the seat""",3,United Kingdom,13th March 2018,Boeing 787-9,First Class,London Heathrow to Delhi Airport,October 2017,Business,4.0,1.0,2.0,1,no,1.0,1.0,1.0
1352,1352,"['', 'Angelo Menezes']","""service is very attentive and polite""",7,Portugal,13th March 2018,,Economy Class,Belfast to Lisbon via London,March 2018,Solo Leisure,3.0,4.0,4.0,2,no,1.0,,
1353,1353,"['', 'Angelo Menezes']","""turned into a low cost airline""",7,Portugal,13th March 2018,,Economy Class,London to Belfast,March 2018,Solo Leisure,5.0,5.0,4.0,3,no,,,
1354,1354,"['', 'K King']","""Worn seats, cracks in the walls""",3,Germany,13th March 2018,Boeing 747-400,Economy Class,Miami to London,March 2018,Business,2.0,3.0,3.0,2,no,3.0,1.0,1.0
1355,1355,"['', 'B Leeson']","""service attentive and prompt""",7,United States,11th March 2018,A320,Business Class,Warsaw to London,March 2018,Business,1.0,4.0,4.0,4,yes,5.0,,
1356,1356,"['', 'Jennifer Nylen']","""they do not offer anything free""",2,Sweden,6th March 2018,,Economy Class,Stockholm to London,March 2018,Solo Leisure,3.0,3.0,3.0,2,no,,,
1357,1357,"['', 'Angelo Menezes']","""crew were very pleasant""",5,Portugal,6th March 2018,,Economy Class,Lisbon to London Heathrow,March 2018,Business,4.0,2.0,5.0,2,no,2.0,,
1358,1358,"['', 'L Jones']","""don't have spare water"" ",1,Singapore,5th March 2018,A380,Premium Economy,Singapore to Heathrow,March 2018,Business,1.0,1.0,1.0,1,no,1.0,1.0,
1359,1359,"['', '1 reviews', '', '', '', 'P Balajabhan']","""seat was claustrophobic""",2,United States,3rd March 2018,Boeing 777,Business Class,Chicago to Chennai via London,February 2018,Business,1.0,1.0,1.0,1,no,1.0,,
1360,1360,"['', '3 reviews', '', '', '', 'Mostafa Raihan']","""it did not disappoint me""",6,United Kingdom,2nd March 2018,Boeing 787,Economy Class,London Heathrow to Toronto,February 2018,Solo Leisure,3.0,4.0,4.0,4,yes,3.0,2.0,
1361,1361,"['', 'C Martin']","""my worst experience in business class""",1,United Kingdom,1st March 2018,A380,Business Class,London to Hong Kong,February 2018,Business,3.0,1.0,3.0,1,no,1.0,3.0,1.0
1362,1362,"['', '47 reviews', '', '', '', 'Colin Pay']","""you would expect a better meal""",8,United Kingdom,27th February 2018,A380,Premium Economy,Miami to London Heathrow,February 2018,Solo Leisure,5.0,5.0,5.0,5,yes,3.0,5.0,
1363,1363,"['', 'David Gregg']","""I will never fly BA again""",1,United Kingdom,27th February 2018,Boeing 747,First Class,London to Phoenix,July 2017,Couple Leisure,1.0,5.0,1.0,1,no,1.0,1.0,1.0
1364,1364,"['', 'W Upson']","""a miserable experience""",1,United Kingdom,26th February 2018,,Business Class,London to Istanbul,February 2018,Couple Leisure,1.0,2.0,2.0,2,no,2.0,,
1365,1365,"['', '6 reviews', '', '', '', 'Carlos Arenas']","""I end up with mix feelings""",3,Mexico,23rd February 2018,A319,Economy Class,Edimbourgh to London Gatwick,February 2018,Couple Leisure,1.0,3.0,3.0,5,no,,,
1366,1366,"['', 'D Dawes']","""at least a decade out of date""
",1,United Kingdom,22nd February 2018,Boeing 747-400,Business Class,Chicago to London Heathrow,February 2018,Business,1.0,1.0,3.0,1,no,1.0,1.0,1.0
1367,1367,"['', '24 reviews', '', '', '', 'Theo Skagias']","""has adopted the low cost airline mentality""
",7,Greece,22nd February 2018,Boeing 757,Economy Class,Athens to London,February 2018,Solo Leisure,3.0,4.0,4.0,5,yes,,2.0,
1368,1368,"['', 'S Stevens']","""meals were served very slowly""
",4,United Kingdom,21st February 2018,Boeing 747,Premium Economy,London Heathrow to Miami,February 2018,Couple Leisure,2.0,3.0,3.0,2,no,2.0,2.0,
1369,1369,"['', '5 reviews', '', '', '', 'Owen Berkeley-Hill']","""Boarding was disappointing""",7,United Kingdom,20th February 2018,Boeing 777,Economy Class,London to Bombay,December 2017,Solo Leisure,4.0,5.0,3.0,5,yes,4.0,4.0,
1370,1370,"['', '13 reviews', '', '', '', 'Mark Shah-Hall']","""so much for a full-service airline""",2,United Kingdom,18th February 2018,A319/320,Business Class,Manchester to Gothenburg via London Heathrow,February 2018,Couple Leisure,2.0,3.0,3.0,2,no,2.0,1.0,1.0
1371,1371,"['', 'S Burton']","""Bad service""",2,United Kingdom,17th February 2018,,Economy Class,London Heathrow to Prague,February 2018,Business,3.0,1.0,1.0,1,no,,,
1372,1372,"['', 'Sudarshan Byreddy']","""journey was very irritating""",3,United States,17th February 2018,,Economy Class,New Orleans to Hyderabad via London,February 2018,Solo Leisure,1.0,1.0,2.0,2,no,1.0,1.0,
1373,1373,"['', 'Nikolaos Krommydas']","""Extremely dated aircraft""",3,United Kingdom,17th February 2018,,Business Class,London to Athens,January 2018,Business,1.0,4.0,2.0,1,no,2.0,1.0,1.0
1374,1374,"['', 'O Thompson']","""food has noticeably improved""",6,United Kingdom,15th February 2018,Boeing 777,Economy Class,London Gatwick to Cape Town,February 2018,Couple Leisure,4.0,3.0,4.0,3,no,4.0,3.0,
1375,1375,"['', 'T Norton']","""really poor food""",1,United Kingdom,14th February 2018,,Economy Class,Las Vegas to London Heathrow,February 2018,Couple Leisure,2.0,1.0,1.0,2,no,1.0,3.0,1.0
1376,1376,"['', '171 reviews', '', '', '', 'Jonathan Rodden']","""crew very attentive""",8,United Kingdom,13th February 2018,A321,Business Class,Aberdeen to London Heathrow,February 2018,Solo Leisure,5.0,5.0,4.0,5,yes,5.0,,
1377,1377,"['', 'D Harschule']","""Very satisfied with BA""",8,Germany,12th February 2018,A320,Business Class,Dusseldorf to London,February 2018,Solo Leisure,3.0,5.0,4.0,4,yes,5.0,,
1378,1378,"['', 'F Meares']","""utterly appalling food""",2,United Kingdom,10th February 2018,Boeing 777,Economy Class,Orlando to Gatwick,February 2018,Solo Leisure,3.0,5.0,4.0,3,no,1.0,3.0,
1379,1379,"['', 'B Hardy']","""I was very pleasantly surprised""",10,United Kingdom,9th February 2018,A380,Economy Class,London to Johannesburg,January 2018,Solo Leisure,5.0,5.0,5.0,4,yes,3.0,5.0,
1380,1380,"['', 'H Shaugur']","""cabin staff polite and friendly""",7,India,6th February 2018,,Business Class,Chicago to Hyderabad via London Heathrow,February 2018,Business,3.0,4.0,3.0,4,yes,3.0,,
1381,1381,"['', 'P Harna']","""first and last journey""",2,United States,6th February 2018,,Premium Economy,San Francisco to Hyderabad via London,December 2017,Solo Leisure,1.0,1.0,1.0,1,no,,,
1382,1382,"['', 'R Schröder']","""nothing good about BA anymore""",1,Germany,5th February 2018,A319,Economy Class,London to Duesseldorf,January 2018,Business,1.0,1.0,1.0,1,no,,,
1383,1383,"['', 'C Andrews']","""I was downgraded""
",2,United Kingdom,5th February 2018,,Business Class,Rio de Janiero to London,January 2018,Couple Leisure,2.0,2.0,2.0,1,no,2.0,2.0,
1384,1384,"['', 'M Davidson']","""A very unpleasant experience""",1,United Kingdom,5th February 2018,Boeing 777,Premium Economy,London to Bengaluru,February 2018,Solo Leisure,2.0,1.0,2.0,1,no,1.0,1.0,
1385,1385,"['', 'D Roberts']","""BA did a good job""",8,United States,5th February 2018,Boeing 777-300ER,Economy Class,Houston to Dublin via London Heathrow,January 2018,Couple Leisure,3.0,4.0,4.0,5,yes,4.0,5.0,
1386,1386,"['', 'C Deroit']","""have to pay for food and beverages""",4,United Kingdom,3rd February 2018,,Economy Class,Reykjavik to London,February 2018,Couple Leisure,4.0,4.0,1.0,2,no,1.0,4.0,4.0
1387,1387,"['', 'Bhon Raksakulnit']","""given no notifications or help""",1,Thailand,2nd February 2018,,Economy Class,Bangkok to Lisbon via Heathrow,December 2017,Couple Leisure,,,,1,no,,,
1388,1388,"['', '3 reviews', '', '', '', 'Ignacio Carmona']","""a flight with no problems""",7,Argentina,31st January 2018,,Economy Class,Johannesburg to Cape Town,January 2018,Solo Leisure,3.0,3.0,3.0,4,yes,3.0,,
1389,1389,"['', '1 reviews', '', '', '', 'M Gough']","""no complimentary food or beverages""",2,United Kingdom,31st January 2018,A320,Economy Class,London Heathrow to Paris Orly,October 2017,Solo Leisure,3.0,4.0,2.0,2,no,,,
1390,1390,"['', '171 reviews', '', '', '', 'Jonathan Rodden']","""good flight and service""",8,United Kingdom,29th January 2018,A320,Business Class,London Heathrow to Belfast,January 2018,Solo Leisure,5.0,4.0,4.0,4,yes,4.0,,
1391,1391,"['', 'Noemie Benacin']","""missed our connection in London""",1,France,25th January 2018,,Economy Class,New York to Paris,December 2017,Couple Leisure,1.0,,1.0,1,no,,,
1392,1392,"['', 'J Pearce']","""Service was inattentive at best""",1,United States,24th January 2018,A380,Business Class,Singapore to Madrid via London Heathrow,January 2018,Business,1.0,2.0,1.0,1,no,2.0,2.0,
1393,1393,"['', 'Jonathan Grimshaw']","""if we want anything, get it yourself""",5,United Kingdom,22nd January 2018,Boeing 777,Business Class,Gatwick to Tobago,January 2018,Solo Leisure,3.0,3.0,2.0,3,no,3.0,2.0,
1394,1394,"['', 'Giovanni Giorgis']","""British Airways is cutting corners""",1,United Kingdom,20th January 2018,A319,Business Class,London Gatwick to Turin,January 2018,Business,1.0,1.0,3.0,1,no,2.0,,
1395,1395,"['', 'Marcin Kolaszewski']","""policy is arbitrary and unfair""",1,Poland,20th January 2018,,Economy Class,Warsaw to London Heathrow,January 2018,Solo Leisure,1.0,1.0,1.0,1,no,3.0,1.0,1.0
1396,1396,"['', 'S Porter']","""Six hours before it was cancelled""",5,Canada,20th January 2018,,Economy Class,London Heathrow to Vancouver,January 2018,Solo Leisure,3.0,4.0,3.0,3,no,3.0,,
1397,1397,"['', 'Cathryn Bennett']","""asked to pay extra to book specific seats""",7,United Kingdom,19th January 2018,,Business Class, London Heathrow to Madrid,January 2018,Couple Leisure,2.0,4.0,2.0,3,no,4.0,,
1398,1398,"['', '33 reviews', '', '', '', 'Derek Northcutt']","""My suitcase didn't arrive""",2,United States,17th January 2018,A320,Economy Class,London to Dusseldorf,December 2017,Solo Leisure,2.0,4.0,1.0,1,no,1.0,1.0,1.0
1399,1399,"['', 'P Taleen']","""staff attitude so nonchalant""",1,South Africa,17th January 2018,,Business Class,Johannesburg to London,December 2017,Solo Leisure,1.0,1.0,2.0,1,no,1.0,2.0,
1400,1400,"['', 'Ian Smith']","""pulling in the right direction""",8,Portugal,17th January 2018,Boeing 777-200,Business Class,London to Bangkok,January 2018,Couple Leisure,5.0,5.0,5.0,5,yes,5.0,2.0,2.0
1401,1401,"['', '6 reviews', '', '', '', 'Francesco Messina']","""British Airways is always a good choice""",10,Italy,17th January 2018,A320,Business Class,London Gatwick to Rome Fiumicino,December 2017,Solo Leisure,5.0,5.0,5.0,5,yes,5.0,5.0,
1402,1402,"['', 'Tony Banwait']","""impressed with level of service"" ",9,United States,16th January 2018,Boeing 787-9,Business Class,"San Jose, CA to London Heathrow",January 2018,Solo Leisure,4.0,5.0,3.0,4,yes,5.0,4.0,
1403,1403,"['', 'R Schröder']","""an awful experience""",1,Germany,14th January 2018,Boeing 777,Business Class,Dubai to London,December 2017,Business,1.0,1.0,1.0,1,no,1.0,,
1404,1404,"['', 'K Murten']","""full-service airline or low cost""",5,United Kingdom,12th January 2018,E170 / A319,Economy Class,London to Düsseldorf,January 2018,Business,3.0,5.0,4.0,2,no,1.0,,
1405,1405,"['', 'Tanbir Kaur']","""such a poor service""",1,United States,12th January 2018,,Economy Class,New York to London,November 2017,Family Leisure,1.0,1.0,2.0,1,no,2.0,1.0,1.0
1406,1406,"['', 'G Shaw']","""should get behind out national carrier""",8,United Kingdom,9th January 2018,Boeing 777,Economy Class,Bangkok to Aberdeen via Heathrow,January 2018,Solo Leisure,3.0,4.0,4.0,4,yes,4.0,2.0,
1407,1407,"['', '42 reviews', '', '', '', 'Eelco van den Heuvel']","""there's room for improvement""",8,Netherlands,9th January 2018,E190,Economy Class,Rotterdam to London City,January 2018,Couple Leisure,5.0,5.0,4.0,5,yes,3.0,,
